url,title,description,date
https://www.bloomberg.com/news/articles/2025-07-16/goldman-posts-best-stock-trading-quarter-in-the-firm-s-history?srnd=homepage-asia,Goldman Sachs Posts Best Stock-Trading Quarter in the Firm’s History (GS) - Bloomberg,"Goldman Sachs Group Inc.’s stock traders posted the largest revenue haul in Wall Street history, as volatility sparked by the Trump administration’s trade war spurred a second straight record quarter for the unit.","July 16, 2025 at 7:26 AM EDT"
https://www.bloomberg.com/news/audio/2025-07-09/the-deal-will-ahmed-podcast?srnd=homepage-asia,The Deal: Will Ahmed - Bloomberg,Understand every aspect of the global economy – and know how to make your next move.,N/A
https://www.bloomberg.com/news/articles/2025-07-16/spain-blackout-investigation-shows-eu-grids-need-more-resilience?srnd=homepage-asia,Spain Blackout Investigation Shows EU Grids Need More Resilience - Bloomberg,"Preliminary findings of an investigation into a wide-ranging blackout in Spain earlier this year show that European power grids need to improve resilience, according to a report from the European Network of Transmission System Operators for Electricity.","July 16, 2025 at 1:43 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/netanyahu-s-coalition-loses-majority-on-feud-over-military-draft?srnd=homepage-asia,Israel Politics: Netanyahu Coalition Loses Majority on Feud Over Military Draft - Bloomberg,Prime Minister Benjamin Netanyahu’s coalition has lost its ruling majority after a second ultra-Orthodox party quit the government over a bill watering down a decades-long religious exemption from military service.,"July 16, 2025 at 11:45 AM EDT"
https://www.bloomberg.com/news/newsletters/2025-07-16/trade-war-latest-indonesia-tariff-deal-with-trump?srnd=homepage-asia,Trade War Latest: Indonesia Tariff Deal With Trump - Bloomberg,Indonesian President Prabowo Subianto on Wednesday confirmed he struck a 19% tariff deal with US President Donald Trump.,"July 16, 2025 at 7:00 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-15/uk-reveals-secret-afghan-migration-program-following-data-breach?srnd=homepage-asia,UK Reveals Secret £850 Million Afghan Plan Over Data Breach - Bloomberg,"The UK’s previous government set up a secret immigration route for Afghans affected by a data breach three years ago and then kept it secret from the British public, Defence Secretary John Healey said.","July 15, 2025 at 8:37 AM EDT"
https://www.bloomberg.com/news/features/2025-05-27/asia-s-sell-america-moment-threatens-7-5-trillion-bet-on-us-dollar-assets?srnd=homepage-asia,"Asia’s ‘Sell America’ Moment Threatens $7.5 Trillion Bet on US Dollar, Assets - Bloomberg",Trump’s policies are turning US markets from a haven into a source of volatility and pain.,"May 27, 2025 at 5:00 PM EDT"
https://www.bloomberg.com/news/newsletters/2025-07-16/india-is-getting-squeezed-between-the-us-russia-and-china?srnd=homepage-asia,"India Is Getting Squeezed Between the US, Russia and China - Bloomberg",New Delhi is banking on an agreement that allows it to dodge punitive US tariffs.,"July 16, 2025 at 6:04 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/scale-ai-to-cut-14-of-staff-following-meta-investment?srnd=homepage-asia,Scale AI to Cut 14% of Staff Following Meta Investment - Bloomberg,The AI data-labeling company is laying off 200 full-time employees and will stop working with 500 contractors.,"July 16, 2025 at 11:37 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/bahrain-s-pm-vows-17-billion-us-investment-during-trump-meeting?srnd=homepage-asia,Bahrain’s PM Vows $17 Billion US Investment During Trump Meeting - Bloomberg,Bahrain’s Crown Prince Salman bin Hamad Al Khalifa pledged $17 billion worth of investments in the US as he met with President Donald Trump at the White House.,"July 16, 2025 at 12:35 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-15/manhattan-chicago-murder-rates-plunge-in-2025-officials-say?srnd=homepage-asia,"Manhattan, Chicago Murder Rates Drop in 2025, Officials Say - Bloomberg","Officials in Manhattan and Chicago touted sharp drops in homicides in the first six months of 2025, compared to the same period last year.","July 15, 2025 at 1:26 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-15/spacex-dragon-returns-axiom-4-crew-to-earth-from-space-station?srnd=homepage-asia,SpaceX Dragon Returns Axiom-4 Crew to Earth From Space Station - Bloomberg,A SpaceX capsule carrying Axiom Space Inc.’s crew of astronauts from four nations has reached Earth after 18 days aboard the International Space Station.,"July 15, 2025 at 10:05 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/asml-cfo-says-trade-war-worries-clients-more-now-than-in-april?srnd=homepage-asia,ASML CFO Says Trade War Worries Clients More Now Than in April - Bloomberg,"ASML Holding NV’s clients are more worried about the global trade war now than they were in April, Chief Financial Officer Roger Dassen said, as the Dutch firm blamed tariffs for clouding its sales outlook next year.","July 16, 2025 at 10:40 AM EDT"
https://www.bloomberg.com/news/articles/2025-06-10/stablecoins-bring-crypto-closer-to-the-mainstream-what-could-go-wrong?srnd=homepage-asia,Stablecoins Bring Crypto Closer to the Mainstream. What Could Go Wrong? - Bloomberg,"Legislation to regulate dollar-linked tokens would tie digital assets into the broader financial system. That’s a big deal, say boosters and critics alike","June 10, 2025 at 8:00 AM EDT"
https://www.bloomberg.com/news/features/2025-07-15/starbucks-bets-on-cold-foam-fast-service-to-drive-sbux-turnaround?srnd=homepage-asia,"Starbucks' (SBUX) Brian Niccol Bets on Menu Revamp, Viral Cold Foam - Bloomberg","Brian Niccol’s turnaround strategy, complete with cold and protein-infused foams, is starting to yield results. How long will it take—and how much will it cost?","July 15, 2025 at 5:00 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/biggest-banks-loan-yields-keep-falling-even-as-fed-remains-wary?srnd=homepage-asia,Biggest Banks’ Loan Yields Keep Falling Even as Fed Remains Wary - Bloomberg,"President Donald Trump is frustrated that the Federal Reserve hasn’t lowered interest rates this year. At the biggest US banks, loan yields are steadily dropping anyway.","July 16, 2025 at 10:53 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/carney-should-bar-us-firms-from-projects-as-trade-leverage-scotiabank-says?srnd=homepage-asia,"Canada Should Bar US Firms From Projects as Trade Leverage, Scotiabank Says - Bloomberg","Canada should consider excluding US companies from major infrastructure and defense projects as part of its response to the Trump administration’s barrage of tariffs, according to a Bank of Nova Scotia economist.","July 16, 2025 at 11:44 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-10/trump-s-cuts-to-federal-government-are-making-data-disappear?srnd=homepage-asia,Trump’s Cuts to Federal Government Are Making Data Disappear - Bloomberg,Online tools that professionals use for everything from diagnosing diseases to calculating insurance payouts are going dark.,"July 10, 2025 at 6:00 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-14/tesla-s-long-awaited-india-debut-bets-on-luxury-vehicle-buyers,Elon Musk's Tesla Model Y's India Debut Bets on Luxury EV Buyers - Bloomberg,"Tesla Inc. opened its first India showroom, showcasing Model Y cars with a starting price of nearly $70,000, as Elon Musk’s electric-vehicle maker looks to tap new markets and offset slowing sales where it’s already well established.","July 14, 2025 at 7:30 PM EDT"
https://www.bloomberg.com/news/newsletters/2025-07-15/hedge-funds-in-ukraine-are-drawing-a-line-in-state-rail-bond-restructuring?srnd=homepage-asia,Hedge Funds in Ukraine Are Drawing a Line in State Rail Bond Restructuring - Bloomberg,Credit investors have largely supported debt restructurings in Ukraine since Russia’s invasion. But some holders of Ukrainian Railways’ bonds are reluctant to engage in new debt talks until the government allows it to raise freight charges.,"July 15, 2025 at 11:28 AM EDT"
https://www.bloomberg.com/account/newsletters,Newsletters - Bloomberg,"Get newsletters like the Morning and Evening Briefings, Markets Daily, Matt Levine's Money Stuff and more when you subscribe today.",N/A
https://www.bloomberg.com/news/articles/2025-07-16/eurazeo-growth-fund-gets-650-million-in-first-close-for-ai-bets?srnd=homepage-asia,Eurazeo’s New Growth Fund Raises €650 Million in First Close - Bloomberg,"European investment group Eurazeo SE has raised €650 million ($752 million) at the first close of its latest growth fund, potentially adding to an AI-fueled recovery in funding for the region’s tech firms.","July 16, 2025 at 11:35 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/when-will-google-announce-the-pixel-10-august-20-what-s-new-about-the-pixel-10?srnd=homepage-asia,When Will Google Announce the Pixel 10? August 20. What's New About the Pixel 10 - Bloomberg,"Alphabet Inc.’s Google will debut new Pixel-branded hardware at an event on Aug. 20 in New York, with the lineup expected to include several smartphones and a smartwatch, all powered by the company’s artificial intelligence technology.","July 16, 2025 at 12:12 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/gamestop-s-staplegate-nintendo-switch-2-fetches-250-000-in-auction?srnd=homepage-asia,"GameStop’s ‘Staplegate’ Nintendo Switch 2 Fetches $250,000 in Auction - Bloomberg",It could have been a marketing mess.,"July 16, 2025 at 12:52 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/ex-nypd-commissioner-sues-adams-over-systemic-corruption?srnd=homepage-asia,Ex-NYPD Commissioner Sues Mayor Eric Adams Over 'Systemic Corruption' - Bloomberg,"New York’s former interim police commissioner sued Mayor Eric Adams, accusing him of engaging in systemic corruption and using the police department to consolidate political power.","July 16, 2025 at 11:35 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/why-thames-water-faces-nationalization-threat-as-losses-growing-debt-bite?srnd=homepage-asia,"Why Thames Water Faces Nationalization Threat as Losses, Growing Debt Bite - Bloomberg",Britain’s water industry is bracing for the biggest overhaul since privatization in 1989 amid a scandal over systematic sewage spills and chronic pipe leaks. Customers are set to shoulder the cost of fixing the problems through the largest ever bill increases for households and businesses.,"July 16, 2025 at 9:53 AM EDT"
